px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.8889	-3.5331	-2.64894	-2.16256	0.339499	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.367077
10.9912	-3.43484	-2.68445	-2.18577	0.278858	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	3.16042
11.0673	-3.28304	-2.7357	-2.15317	0.2952	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.974596
11.1117	-3.12919	-2.70923	-2.08319	0.371832	11.1178	-2.98807	11.1	-3	0.907725	2.72317	4.23063
11.1789	-2.96557	-2.74783	-2.04718	0.385456	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.655214
11.2292	-2.8153	-2.74645	-2.00243	0.417284	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.810498
11.2862	-2.64644	-2.78475	-1.96577	0.429152	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.573172
11.2306	-2.44365	-2.74296	-1.79364	0.645398	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	30.9289
11.2448	-2.28713	-2.74426	-1.74741	0.654858	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.441962
11.3428	-2.18858	-2.70452	-1.8223	0.488368	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	19.1834
11.3745	-2.02297	-2.73409	-1.78817	0.494115	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.274656
11.3815	-1.86513	-2.73553	-1.73317	0.533709	11.3011	-1.79507	11.35	-1.8	0	2.73035	1.09757
11.3922	-1.70572	-2.74625	-1.69549	0.540841	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.260356
11.3342	-1.54313	-2.75693	-1.58353	0.662999	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	10.458
11.322	-1.39434	-2.76932	-1.54224	0.669811	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.281671
11.2739	-1.22859	-2.79288	-1.45687	0.741165	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	3.53801
11.2365	-1.0972	-2.75548	-1.40879	0.748727	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.597293
11.1171	-0.92964	-2.84534	-1.26153	0.910412	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	19.405
11.0532	-0.77998	-2.86794	-1.20568	0.918611	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.62445
11.0026	-0.642469	-2.837	-1.17009	0.893632	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	0.877735
10.9262	-0.513354	-2.81709	-1.11307	0.901618	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.293323
10.8262	-0.371447	-2.86489	-1.03125	0.950947	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	2.21042
10.727	-0.265172	-2.82662	-0.966267	0.964448	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.682193
10.5585	-0.126914	-2.98495	-0.8341	1.08456	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	14.7489
10.4275	-0.0439151	-2.93978	-0.756089	1.10406	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	1.05273
10.336	0.0475943	-2.85773	-0.715922	1.07353	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	1.89435
10.2032	0.0988702	-2.79777	-0.634237	1.09856	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	1.41162
10.0547	0.178317	-2.83856	-0.553908	1.12606	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	1.35504
9.90782	0.201092	-2.7791	-0.462402	1.15811	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.77324
9.75414	0.253334	-2.8025	-0.383955	1.17671	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.93164
9.59727	0.239017	-2.74212	-0.279066	1.21953	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	2.55095
9.44021	0.265742	-2.76017	-0.201479	1.23171	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.599566
9.28254	0.256485	-2.7405	-0.11025	1.25614	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.707852
9.13056	0.261479	-2.73486	-0.0364307	1.26066	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.11491
8.97542	0.261189	-2.74087	0.0346547	1.26192	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0409898
8.86749	0.221138	-2.55132	0.121075	1.27789	8.90199	0.247143	8.85	0.25	-1.81847	0	6.7342
8.73445	0.215504	-2.54946	0.179141	1.26574	8.76016	0.263752	8.75	0.25	-1.81846	0	0.173234
8.54194	0.233205	-2.78698	0.207465	1.21987	8.46355	0.258809	8.55	0.25	-3.6326	0	11.453
8.38766	0.210262	-2.79551	0.265134	1.20964	8.35367	0.252596	8.35	0.25	-3.6326	0	0.165226
8.2332	0.173208	-2.80713	0.325872	1.20306	8.05161	0.241868	8.2	0.25	-2.72841	0	0.476456
8.08447	0.151229	-2.8075	0.368363	1.17886	8.05411	0.247878	8.05	0.25	-2.72842	0	0.600504
7.93624	0.103918	-2.81328	0.423406	1.1685	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.475152
7.78984	0.0628905	-2.81298	0.467562	1.14795	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.501979
7.64512	0.0150633	-2.848	0.504028	1.11718	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	1.16794
7.50254	-0.0373922	-2.84281	0.545201	1.09689	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.527615
7.33819	-0.062099	-2.94559	0.537719	1.0205	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	5.85933
7.20739	-0.100205	-2.92355	0.560491	0.992701	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	1.05905
7.10712	-0.194592	-2.82706	0.64028	1.03012	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	3.51887
6.98125	-0.25683	-2.80238	0.674214	1.00796	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.731366
6.87218	-0.350906	-2.77009	0.733912	1.01711	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.580494
6.76301	-0.430357	-2.74328	0.774677	1.00262	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.418437
6.67066	-0.534813	-2.71298	0.836361	1.01415	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.466413
6.57016	-0.629916	-2.69651	0.880586	1.00319	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.265238
6.52314	-0.788008	-2.64729	1.00244	1.09609	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	6.21089
6.4487	-0.918777	-2.65509	1.06568	1.0988	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.0275574
6.39712	-1.05499	-2.66536	1.13995	1.12375	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.39901
6.34413	-1.19403	-2.68966	1.20298	1.12944	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.251352
6.29877	-1.3187	-2.68838	1.25429	1.12043	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.220452
6.25974	-1.44407	-2.68412	1.3087	1.11913	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.0137816
6.25878	-1.61526	-2.73291	1.42139	1.20079	6.24787	-1.61119	6.25	-1.6	0	-2.99288	4.55751
6.24137	-1.75156	-2.73445	1.48111	1.20028	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.00203324
6.27164	-1.94062	-2.80775	1.60605	1.2855	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	5.37968
6.29403	-2.08614	-2.78871	1.68199	1.29168	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.219574
6.3083	-2.21041	-2.71146	1.72921	1.25289	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.57822
6.34262	-2.35281	-2.70362	1.80149	1.25666	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0490809
6.35782	-2.47984	-2.64136	1.84319	1.21615	6.27034	-2.51837	6.35	-2.55	0	-3.63689	1.93264
6.38841	-2.64	-2.67883	1.90042	1.20397	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.601623
6.44455	-2.79873	-2.7332	1.97163	1.21242	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.692444
6.49163	-2.96004	-2.7722	2.0241	1.19562	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.743917
6.54662	-3.09616	-2.74566	2.07462	1.17409	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.778814
6.60356	-3.25055	-2.77826	2.12058	1.15348	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.737386
6.67036	-3.37662	-2.72706	2.16801	1.12925	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.54271
6.73208	-3.5296	-2.76172	2.20402	1.10114	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.11586
6.8041	-3.65663	-2.73014	2.24588	1.07728	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	1.26273
6.86424	-3.81599	-2.77019	2.26636	1.03641	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	2.04654
6.93004	-3.93024	-2.68838	2.29838	1.00435	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	2.9542
6.98838	-4.0907	-2.72569	2.30704	0.956002	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.58385
7.09887	-4.23603	-2.82793	2.35043	0.950299	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.48573
7.16877	-4.39741	-2.85861	2.35529	0.901583	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2.40527
7.24907	-4.51058	-2.78958	2.38257	0.875631	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	2.29518
7.30528	-4.67848	-2.81314	2.36955	0.813733	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	3.63031
7.37145	-4.77445	-2.70639	2.38827	0.786364	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	3.90203
7.42025	-4.91602	-2.7145	2.3763	0.735007	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	2.66936
7.52776	-5.04464	-2.85328	2.40253	0.730282	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	6.18962
7.58578	-5.19532	-2.86522	2.38611	0.676959	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	2.74675
7.64805	-5.28467	-2.67668	2.40107	0.648419	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	9.203
7.70863	-5.43507	-2.68164	2.38524	0.596851	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	2.44941
7.80571	-5.5527	-2.731	2.40433	0.585332	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.96713
7.87689	-5.70432	-2.74129	2.3891	0.537932	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	1.93879
7.94026	-5.79311	-2.55924	2.39871	0.513206	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	8.52082
7.99869	-5.93409	-2.55881	2.37978	0.466553	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	1.9324
8.10551	-6.05346	-2.64353	2.39639	0.459697	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	2.3129
8.16931	-6.20833	-2.65451	2.36972	0.408422	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	2.20904
8.28518	-6.33538	-2.74421	2.38461	0.402807	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	2.0165
8.35394	-6.49565	-2.75756	2.35572	0.352495	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	2.05781
8.41897	-6.59096	-2.59853	2.35637	0.330101	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	6.24146
8.46922	-6.73877	-2.59412	2.32427	0.280845	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	2.04331
8.54804	-6.84796	-2.57262	2.32665	0.267675	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.909089
8.59024	-7.01066	-2.57848	2.28222	0.209992	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	2.6393
8.69913	-7.14174	-2.6932	2.29302	0.213005	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	3.29163
8.75412	-7.3122	-2.71254	2.25184	0.1616	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	2.11218
8.81516	-7.42436	-2.58972	2.23972	0.136078	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	4.74474
8.86756	-7.56927	-2.59229	2.2116	0.101555	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.939222
8.97036	-7.70165	-2.70656	2.22272	0.111847	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.58048
9.02909	-7.8572	-2.7198	2.19361	0.0778311	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.889312
9.11656	-7.98573	-2.77524	2.19517	0.0776216	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	1.01488
9.15709	-8.14076	-2.78835	2.15692	0.0368908	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	1.29927
9.19228	-8.25312	-2.60968	2.12821	-0.00254069	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	8.6713
9.2346	-8.4009	-2.6133	2.09777	-0.0317861	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.698703
9.30727	-8.53114	-2.63602	2.09512	-0.0313568	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.204178
9.34329	-8.68915	-2.64793	2.05867	-0.064649	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.865549
9.40942	-8.82428	-2.66552	2.0525	-0.0660962	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.195873
9.44033	-8.98419	-2.6771	2.01527	-0.0981987	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.817316
9.50785	-9.11646	-2.73763	2.01685	-0.0874797	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	1.06039
9.53008	-9.27756	-2.7611	1.97625	-0.121968	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	1.01135
9.58615	-9.42005	-2.76754	1.96711	-0.123784	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.093737
9.61637	-9.58635	-2.78478	1.93411	-0.148717	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.510441
9.66969	-9.72218	-2.8163	1.93062	-0.141961	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.374144
9.69063	-9.87948	-2.83523	1.89782	-0.166404	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.521123
9.71727	-10.0062	-2.78645	1.87593	-0.184099	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.802042
9.75463	-10.1424	-2.78905	1.86344	-0.187214	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.00886209
9.7637	-10.2747	-2.67648	1.82314	-0.228438	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.44981
9.78901	-10.4265	-2.68507	1.80147	-0.237071	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0698417
9.83954	-10.5829	-2.74283	1.80231	-0.217874	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.07385
9.86596	-10.7362	-2.74963	1.78413	-0.223718	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0339522
9.87558	-10.8638	-2.69613	1.75563	-0.247141	9.84397	-10.9287	9.85	-10.9	0	-3.00318	1.12727
9.88551	-11.0103	-2.71203	1.73108	-0.258612	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.154291
9.90199	-11.1415	-2.71349	1.71732	-0.258293	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.379901
9.89736	-11.297	-2.73829	1.68477	-0.276754	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.395475
9.91652	-11.4388	-2.76677	1.67728	-0.266358	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.427151
9.90423	-11.5962	-2.79077	1.64342	-0.285654	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.419154
9.8429	-11.7151	-2.60233	1.55529	-0.385899	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	15.6425
9.81744	-11.8624	-2.60737	1.51937	-0.399735	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.285966
9.78916	-12.0012	-2.56742	1.4753	-0.43016	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	1.30044
9.74229	-12.1501	-2.58118	1.42991	-0.450397	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.558184
9.70599	-12.2859	-2.56184	1.39094	-0.468465	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.377409
9.64575	-12.4382	-2.58728	1.34237	-0.489316	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.562537
9.54455	-12.546	-2.47175	1.23811	-0.594142	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	10.2058
9.46542	-12.6767	-2.48556	1.18396	-0.613779	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.68525
9.3284	-12.755	-2.37492	1.04444	-0.761846	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	17.8473
9.2117	-12.8645	-2.41043	0.970927	-0.793387	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	1.98042
9.06559	-12.9474	-2.37523	0.841697	-0.907921	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	9.09901
8.94847	-13.0353	-2.38268	0.773089	-0.924618	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.84849
8.82641	-13.1134	-2.38331	0.690825	-0.965419	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	1.23918
8.68657	-13.1922	-2.41185	0.615439	-0.98435	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	1.11414
8.47223	-13.2118	-2.46429	0.413624	-1.18967	8.27267	-12.996	8.4	-13.15	-2.99683	0	26.2549
8.34047	-13.2427	-2.46405	0.339222	-1.2031	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.808371
8.21646	-13.278	-2.444	0.280877	-1.18902	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.12582
8.06096	-13.3048	-2.46862	0.201416	-1.19994	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.727703
7.90586	-13.321	-2.51112	0.110063	-1.23556	7.86599	-13.4154	7.8	-13.25	-2.7295	0	1.14294
7.74073	-13.3217	-2.54087	0.0274463	-1.24657	7.62489	-13.249	7.65	-13.25	-2.7295	0	1.00612
7.6093	-13.3189	-2.54744	-0.0384113	-1.25029	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.0935759
7.4555	-13.3038	-2.58269	-0.110668	-1.25616	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.866702
7.28647	-13.262	-2.65977	-0.213826	-1.30338	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	2.45121
7.12731	-13.2177	-2.68331	-0.292688	-1.30793	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.497362
6.99168	-13.1718	-2.65465	-0.358045	-1.29486	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0.944358
6.81105	-13.133	-2.72832	-0.416111	-1.27712	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.51622
6.6804	-13.0763	-2.75	-0.479574	-1.27851	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.274606
6.51441	-13.0246	-2.81911	-0.526888	-1.25803	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.50758
6.43986	-13.012	-2.53181	-0.531442	-1.15839	6.27012	-13.1139	6.25	-13.05	-1.81729	0	23.5429
6.27661	-12.9677	-2.59088	-0.565346	-1.12707	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.42741
6.14125	-12.8759	-2.66358	-0.636187	-1.14304	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	1.31533
5.98528	-12.8049	-2.71292	-0.674632	-1.1177	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.966307
5.886	-12.7366	-2.66016	-0.716	-1.09772	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	1.1022
5.7265	-12.6788	-2.72392	-0.729816	-1.05639	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	2.16219
5.64142	-12.6239	-2.59108	-0.756319	-1.01721	5.45236	-12.7392	5.45	-12.7	-2.00001	1	5.47641
5.49721	-12.5635	-2.63637	-0.768664	-0.979414	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	1.60482
5.39692	-12.4702	-2.65542	-0.815056	-0.978212	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.213642
5.26356	-12.3923	-2.69267	-0.833033	-0.947737	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	1.07703
5.1673	-12.2985	-2.66342	-0.874586	-0.936465	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.944467
5.04008	-12.2024	-2.68856	-0.899318	-0.910517	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.672279
4.93275	-12.0612	-2.86167	-0.956253	-0.933281	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	7.5939
4.82631	-11.9511	-2.88152	-0.985247	-0.91582	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.350515
4.75894	-11.8482	-2.78949	-1.02461	-0.904259	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.57061
4.67535	-11.7346	-2.79586	-1.05927	-0.893984	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0961712
4.59307	-11.5939	-2.89211	-1.10341	-0.896715	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	2.31455
4.54031	-11.4607	-2.88735	-1.15483	-0.903187	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.0414611
4.4732	-11.3117	-2.95677	-1.19873	-0.902549	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	1.16004
4.4341	-11.1661	-2.95671	-1.25316	-0.911608	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.0757493
4.43445	-11.0464	-2.74973	-1.32631	-0.936741	4.43672	-11.0976	4.45	-11.05	0	1.8168	10.1039
4.40856	-10.9063	-2.73707	-1.37986	-0.939242	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.1574
4.38234	-10.7659	-2.75933	-1.42512	-0.936737	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.14138
4.38706	-10.6305	-2.74886	-1.48538	-0.950359	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.315508
4.42997	-10.5196	-2.58959	-1.5746	-1.00173	4.44716	-10.5583	4.45	-10.55	0	2.00041	7.45035
4.43601	-10.3981	-2.57892	-1.62456	-1.00207	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.11185
4.44813	-10.2679	-2.57943	-1.67671	-1.0042	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.0351228
4.48645	-10.1358	-2.58417	-1.74216	-1.01891	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.263886
4.49077	-9.98683	-2.6421	-1.77124	-0.983699	4.56608	-10.005	4.55	-10	0	2.72717	1.77342
4.53227	-9.84355	-2.64612	-1.83147	-0.989516	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0431168
4.58543	-9.70517	-2.63511	-1.89803	-1.00433	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.201561
4.66269	-9.55994	-2.65757	-1.97165	-1.02133	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.428139
4.67207	-9.41629	-2.72684	-1.96655	-0.94677	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.74672
4.75599	-9.27945	-2.75877	-2.03187	-0.962777	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.548285
4.87482	-9.17424	-2.72202	-2.14126	-1.04163	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.1781
4.96802	-9.05435	-2.74374	-2.20297	-1.04993	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.207324
4.98326	-8.92619	-2.7603	-2.1701	-0.933819	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	9.16774
5.08265	-8.79781	-2.79819	-2.22479	-0.939754	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.450125
5.20691	-8.69075	-2.79497	-2.30657	-0.978519	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.19333
5.32413	-8.57622	-2.81025	-2.36553	-0.982668	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.0949733
5.35575	-8.4494	-2.79253	-2.32794	-0.8623	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.39124
5.4739	-8.33027	-2.83888	-2.37504	-0.864013	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.587118
5.58118	-8.22606	-2.85209	-2.41819	-0.864662	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.385504
5.70362	-8.11768	-2.88733	-2.46201	-0.863767	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.345088
5.76009	-8.00009	-2.84934	-2.43379	-0.760397	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	7.59873
5.86701	-7.90518	-2.85108	-2.46892	-0.75777	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.0452457
5.95164	-7.79918	-2.83437	-2.47004	-0.704447	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	2.20206
6.06182	-7.7016	-2.84421	-2.49989	-0.699308	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.181194
6.1629	-7.59428	-2.82207	-2.50504	-0.649686	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	1.92092
6.28124	-7.49629	-2.82088	-2.53453	-0.644203	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.194127
6.40388	-7.41207	-2.83848	-2.57329	-0.658237	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.20976
6.53348	-7.31932	-2.86821	-2.60098	-0.65251	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.304605
6.6686	-7.23945	-2.867	-2.63493	-0.649689	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.00689952
6.79632	-7.16586	-2.85204	-2.66749	-0.64746	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.138267
6.86531	-7.07192	-2.75441	-2.63429	-0.547326	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	8.83064
6.98209	-6.99855	-2.75585	-2.65659	-0.542722	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.118601
7.11415	-6.92676	-2.74911	-2.68014	-0.532121	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.169918
7.2552	-6.83312	-2.77988	-2.69627	-0.519029	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.643923
7.34127	-6.7357	-2.67434	-2.65861	-0.415409	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	10.3312
7.47509	-6.6433	-2.69948	-2.66874	-0.402904	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.512536
7.59043	-6.56412	-2.66873	-2.66948	-0.370922	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.950965
