px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.7104	-6.49388	-2.65733	-2.68486	-0.366735	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.214804
7.85818	-6.44142	-2.69104	-2.72507	-0.39753	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	0.924985
7.98565	-6.3765	-2.68498	-2.74163	-0.392897	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.156439
8.05625	-6.29084	-2.5743	-2.70175	-0.304682	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	8.13625
8.16759	-6.21815	-2.58142	-2.70541	-0.293914	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.403512
8.28777	-6.1465	-2.56371	-2.70521	-0.270324	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.571314
8.42703	-6.06001	-2.59977	-2.70625	-0.256527	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.500244
8.52851	-5.98963	-2.56451	-2.69453	-0.220702	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	1.27739
8.6476	-5.91216	-2.58617	-2.693	-0.208583	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.351433
8.77715	-5.85835	-2.61333	-2.7121	-0.221899	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.382923
8.91002	-5.76688	-2.66025	-2.70359	-0.202638	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.927393
9.0079	-5.68586	-2.59874	-2.67179	-0.13927	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	4.79548
9.13529	-5.58648	-2.64473	-2.65664	-0.117816	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	1.06445
9.23167	-5.48555	-2.5808	-2.61451	-0.0492375	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	4.61169
9.35974	-5.37261	-2.62046	-2.59355	-0.026748	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	1.08237
9.45523	-5.26804	-2.57222	-2.55277	0.0320981	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	3.16979
9.57209	-5.15643	-2.59927	-2.5315	0.0502768	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.730389
9.68415	-5.0847	-2.61476	-2.53808	0.0355556	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.343821
9.7869	-4.99561	-2.62142	-2.5267	0.0442927	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.22622
9.8765	-4.89077	-2.56769	-2.48464	0.101839	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	3.14625
9.98188	-4.79547	-2.56838	-2.47251	0.10774	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.131268
10.0625	-4.68285	-2.51648	-2.42259	0.171007	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	3.64688
10.1655	-4.55812	-2.5479	-2.39466	0.187892	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.675985
10.2562	-4.44953	-2.53814	-2.36774	0.209368	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.507753
10.3568	-4.32881	-2.56324	-2.34457	0.219909	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.284995
10.443	-4.22681	-2.56238	-2.32139	0.23739	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.424262
10.5385	-4.08986	-2.61858	-2.2904	0.254539	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	1.01222
10.6507	-3.99857	-2.65891	-2.30687	0.211343	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	1.87961
10.7429	-3.86292	-2.70432	-2.27945	0.22637	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.771924
10.7733	-3.71937	-2.63929	-2.18625	0.343899	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	11.027
10.854	-3.56822	-2.69577	-2.15093	0.360037	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	1.04798
10.9598	-3.47167	-2.72913	-2.17919	0.290995	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	4.04026
11.041	-3.3331	-2.76575	-2.15478	0.299642	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.39845
11.0738	-3.18937	-2.73268	-2.08119	0.383569	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	5.47588
11.1442	-3.03905	-2.77643	-2.05143	0.392791	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.539995
11.1454	-2.86051	-2.74191	-1.93502	0.530888	11.1386	-2.78926	11.15	-2.8	0	2.73104	14.2853
11.1889	-2.70328	-2.7571	-1.89636	0.539197	11.141	-2.65084	11.15	-2.65	0	2.73102	0.278019
11.1967	-2.53707	-2.75351	-1.81603	0.612563	11.1042	-2.54354	11.15	-2.55	0	1.81785	3.80138
11.2171	-2.40763	-2.71797	-1.78131	0.614106	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.401312
11.3067	-2.31354	-2.69676	-1.84358	0.474358	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	15.2083
11.3457	-2.15157	-2.74646	-1.81357	0.47878	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.592978
11.3575	-1.99382	-2.74698	-1.75939	0.518855	11.3117	-1.92025	11.35	-1.95	0	1.81854	1.19364
11.3781	-1.85071	-2.7356	-1.72917	0.520562	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0555041
11.3925	-1.69945	-2.73635	-1.69087	0.535349	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.178621
11.4001	-1.546	-2.73879	-1.65627	0.539877	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.110076
11.3405	-1.37797	-2.74853	-1.54343	0.663009	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	10.7859
11.3187	-1.23149	-2.73656	-1.4993	0.670027	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.313126
11.2208	-1.05625	-2.79354	-1.36332	0.817112	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	15.4824
11.1642	-0.912604	-2.78063	-1.30656	0.828004	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.654829
11.0925	-0.770013	-2.81513	-1.23063	0.877816	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	2.03507
11.0268	-0.639543	-2.81311	-1.17766	0.885928	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.368409
10.9071	-0.49094	-2.90941	-1.06557	0.986399	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	8.67235
10.8201	-0.36534	-2.91167	-1.00855	0.993118	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.281295
10.7248	-0.235032	-2.91569	-0.947331	1.00258	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.124118
10.6138	-0.145624	-2.86164	-0.87675	1.0198	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	1.09625
10.4665	-0.02993	-2.98807	-0.771253	1.10451	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	8.80123
10.3389	0.0424999	-2.95517	-0.698278	1.12295	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.910051
10.241	0.114424	-2.87056	-0.654189	1.1002	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	2.13041
10.1081	0.139326	-2.80125	-0.568407	1.13375	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	2.44837
9.96972	0.208091	-2.81991	-0.494922	1.15119	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	1.10676
9.81647	0.22126	-2.76561	-0.398773	1.18644	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	2.05414
9.65913	0.267192	-2.84517	-0.320265	1.21319	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	2.53271
9.51185	0.269639	-2.81752	-0.23434	1.2396	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	1.00078
9.39396	0.266564	-2.63241	-0.162576	1.23345	9.22819	0.16178	9.35	0.15	-1.81963	0	7.37721
9.24878	0.250041	-2.60736	-0.07242	1.25734	9.24456	0.139817	9.25	0.15	-1.81962	0	0.713414
9.10119	0.262879	-2.6836	-0.0101125	1.25876	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	1.25411
8.96668	0.257899	-2.68336	0.0544679	1.26043	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.00362686
8.8237	0.254955	-2.73056	0.11196	1.25518	8.84168	0.257617	8.8	0.25	-2.99995	0	0.503496
8.68426	0.237627	-2.73736	0.173988	1.25393	8.65606	0.24536	8.65	0.25	-2.99994	0	0.0445815
8.53917	0.218586	-2.77465	0.229897	1.24601	8.43549	0.247188	8.5	0.25	-2.99323	0	0.390558
8.39655	0.198387	-2.78719	0.281585	1.23417	8.34184	0.250769	8.35	0.25	-2.9932	0	0.312397
8.25379	0.158625	-2.77942	0.344166	1.22922	8.27073	0.243988	8.2	0.25	-2.73233	0	0.141492
8.10237	0.14025	-2.78577	0.383731	1.20029	8.03847	0.260731	8.05	0.25	-2.73234	0	1.05766
7.96117	0.109897	-2.83624	0.418221	1.17129	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	1.17815
7.81967	0.0721855	-2.84587	0.458638	1.15227	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.730186
7.65745	0.0464933	-2.94358	0.469864	1.09665	7.46173	0.143776	7.6	0.15	-2.99599	0	4.30083
7.51826	0.0168308	-2.93351	0.495048	1.06683	7.45455	0.149294	7.45	0.15	-2.99596	0	1.2276
7.41142	-0.0729083	-2.82397	0.580323	1.10482	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	4.7309
7.28259	-0.110163	-2.78879	0.606095	1.07072	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	1.60471
7.13627	-0.154417	-2.84287	0.613573	1.00732	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	4.31024
6.99953	-0.221178	-2.834	0.649144	0.987643	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.690152
6.94609	-0.360854	-2.68014	0.778657	1.0903	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	12.8632
6.84582	-0.438556	-2.65024	0.82164	1.07436	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.529271
6.68532	-0.45638	-2.75349	0.759187	0.917635	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	19.8039
6.58178	-0.550097	-2.75636	0.801268	0.913793	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0706511
6.51981	-0.702852	-2.70179	0.913768	0.999082	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	5.9154
6.43587	-0.828722	-2.70596	0.97298	1.0032	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.0476784
6.39304	-0.980155	-2.69601	1.07596	1.07618	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	3.42686
6.33541	-1.11259	-2.7098	1.13671	1.08241	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.157667
6.26903	-1.25352	-2.72318	1.19319	1.07769	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.24623
6.21935	-1.40553	-2.73898	1.25745	1.08179	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.133492
6.25113	-1.63477	-2.81765	1.44158	1.26054	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	19.7385
6.25469	-1.78037	-2.79251	1.51772	1.26828	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.480771
6.25843	-1.91735	-2.7862	1.58578	1.27481	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.142218
6.28054	-2.05207	-2.77103	1.65749	1.28316	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.33287
6.29278	-2.18475	-2.71965	1.71043	1.25445	6.45002	-2.23466	6.35	-2.2	0	-2.72856	1.34498
6.32213	-2.33291	-2.72046	1.78155	1.25639	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.0211662
6.37411	-2.49553	-2.77026	1.86855	1.28154	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.939434
6.42855	-2.64072	-2.77188	1.94195	1.28409	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0357828
6.44321	-2.72922	-2.5624	1.96061	1.20148	6.46538	-2.81029	6.45	-2.8	0	-2.72732	12.6597
6.49087	-2.87352	-2.58736	2.01781	1.19079	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.307652
6.55035	-3.02213	-2.64732	2.07945	1.19078	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	1.14433
6.60437	-3.18488	-2.70074	2.12227	1.16435	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.53893
6.66555	-3.31603	-2.66708	2.16602	1.13608	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.81544
6.72526	-3.48334	-2.72687	2.19651	1.10018	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	2.25775
6.78658	-3.60502	-2.65674	2.23132	1.06497	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	3.00539
6.84448	-3.77131	-2.70995	2.24848	1.02043	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	2.61545
6.89915	-3.88084	-2.59797	2.27438	0.980266	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	4.76498
6.95301	-4.04885	-2.64933	2.27798	0.927648	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	3.24121
6.99445	-4.13727	-2.49686	2.29399	0.885821	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	7.34724
7.04493	-4.28084	-2.53434	2.29534	0.841531	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	2.28618
7.13861	-4.41173	-2.65661	2.329	0.839248	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	3.88016
7.2039	-4.56397	-2.70025	2.32766	0.794386	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	2.57502
7.26437	-4.65637	-2.59942	2.3465	0.767903	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	3.51304
7.32933	-4.79354	-2.62709	2.34679	0.72918	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	1.67306
7.40768	-4.90154	-2.57281	2.36809	0.707595	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	1.74602
7.46559	-5.06096	-2.59923	2.35091	0.651503	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	3.05928
7.5754	-5.19371	-2.76979	2.37577	0.650649	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	7.94185
7.63873	-5.35221	-2.80082	2.35501	0.597271	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	2.87712
7.70081	-5.44584	-2.67605	2.36339	0.570908	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	5.02753
7.7575	-5.58927	-2.69064	2.3449	0.524284	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	2.01583
7.86088	-5.7155	-2.7548	2.36334	0.516323	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.7943
7.93182	-5.87968	-2.77772	2.34126	0.466342	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	2.24997
7.99345	-5.97479	-2.60381	2.34572	0.439666	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	7.94903
8.05446	-6.12665	-2.61645	2.3233	0.394005	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	1.75571
8.15158	-6.24275	-2.63642	2.33794	0.387531	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.296744
8.22709	-6.37773	-2.64346	2.32983	0.358857	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.688063
8.34137	-6.50328	-2.72855	2.34722	0.358675	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.62217
8.41478	-6.64815	-2.73714	2.33063	0.323405	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	1.0177
8.5023	-6.7603	-2.68736	2.33644	0.310196	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.14835
8.56036	-6.91711	-2.6959	2.30496	0.263025	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	1.77691
8.64657	-7.03634	-2.67881	2.30678	0.250052	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.610412
8.6912	-7.20962	-2.69353	2.26032	0.191637	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	2.69697
8.77604	-7.32583	-2.71854	2.26362	0.186261	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.388429
8.83265	-7.46563	-2.72784	2.23971	0.153992	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.861478
8.91242	-7.58668	-2.7089	2.23854	0.143906	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.388022
8.96166	-7.74836	-2.71898	2.20212	0.100825	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	1.47259
9.03437	-7.87138	-2.6892	2.19668	0.0887969	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.48396
9.07211	-8.04262	-2.70437	2.15125	0.0400099	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	1.85127
9.14272	-8.16866	-2.68557	2.14556	0.0313399	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.221504
9.20311	-8.30999	-2.69011	2.12853	0.0132063	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.258149
9.28521	-8.43522	-2.7619	2.1348	0.0227724	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.60787
9.32368	-8.58285	-2.77132	2.1028	-0.00926297	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.843663
9.38972	-8.70566	-2.782	2.09949	-0.0112008	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.263316
9.43002	-8.86017	-2.8012	2.0676	-0.0414703	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.793249
9.46797	-8.98483	-2.67446	2.03979	-0.075269	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	5.14574
9.50918	-9.13201	-2.67765	2.01495	-0.0952885	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.358282
9.56599	-9.26567	-2.67456	2.00593	-0.0990018	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.129929
9.6034	-9.4171	-2.68223	1.97949	-0.119158	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.33601
9.66613	-9.55977	-2.70495	1.97433	-0.11653	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.219938
9.70755	-9.71367	-2.71762	1.95197	-0.131736	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.199658
9.77799	-9.85777	-2.79315	1.95707	-0.115144	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.70087
9.80676	-10.0059	-2.80519	1.93083	-0.134681	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.327612
9.82431	-10.1354	-2.68834	1.89489	-0.172851	9.75497	-10.1932	9.75	-10.2	0	-2.72857	4.16811
9.8351	-10.3033	-2.70817	1.85484	-0.201938	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.715622
9.87921	-10.4497	-2.73346	1.84784	-0.195087	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.328521
9.90199	-10.6094	-2.74684	1.82191	-0.209484	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.184386
9.91002	-10.7455	-2.66256	1.78493	-0.243731	9.86786	-10.8223	9.85	-10.8	0	-2.72846	2.4557
9.91338	-10.9063	-2.67783	1.75009	-0.263962	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.365159
9.92652	-11.049	-2.65343	1.725	-0.277394	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.281496
9.91649	-11.2124	-2.67204	1.68536	-0.300282	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.49094
9.93543	-11.3523	-2.69589	1.67468	-0.293368	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.22027
9.92437	-11.5085	-2.72233	1.64006	-0.311929	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.404824
9.90284	-11.6481	-2.64538	1.59016	-0.356939	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	3.08098
9.86145	-11.8175	-2.67562	1.53871	-0.3866	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.930315
9.82407	-11.9546	-2.6119	1.48422	-0.431605	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	2.30362
9.76817	-12.118	-2.64201	1.43059	-0.459214	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.869543
9.69406	-12.242	-2.546	1.34726	-0.538268	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	6.04854
9.63378	-12.3765	-2.54822	1.29994	-0.554751	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.580233
9.5172	-12.4784	-2.42706	1.17895	-0.677825	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	13.0542
9.43981	-12.5947	-2.42579	1.12588	-0.692462	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.608812
9.31384	-12.6959	-2.36118	1.00129	-0.811504	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	11.1878
9.19741	-12.8039	-2.38275	0.928044	-0.83709	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	1.41269
9.09125	-12.8967	-2.37268	0.851148	-0.877719	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	1.14314
8.96915	-12.9904	-2.39239	0.781255	-0.896658	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0.928859
8.8484	-13.0687	-2.39144	0.702179	-0.934495	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	1.22008
8.70012	-13.1591	-2.44176	0.626127	-0.954461	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	1.34055
8.48897	-13.1961	-2.49375	0.43573	-1.14264	8.43462	-13.263	8.4	-13.15	-2.72644	0	21.4396
8.34347	-13.2356	-2.49736	0.357204	-1.1566	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.776461
8.16628	-13.2508	-2.5723	0.224008	-1.25888	8.10139	-13.1447	8.1	-13.15	-3.00083	0	6.5557
8.02506	-13.258	-2.57304	0.14631	-1.27205	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.800417
7.90922	-13.2841	-2.52186	0.107314	-1.22804	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	1.56339
7.74442	-13.2935	-2.55775	0.0308913	-1.23314	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.636417
7.56059	-13.2677	-2.66045	-0.0902956	-1.30836	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	5.16375
7.40707	-13.2318	-2.66243	-0.175014	-1.31963	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.55878
7.28609	-13.2165	-2.5902	-0.221078	-1.28024	7.19553	-13.2012	7.2	-13.15	-2.73035	0	1.96099
7.12924	-13.1798	-2.61961	-0.29329	-1.27951	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.349966
7.00103	-13.1452	-2.58325	-0.349502	-1.25875	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.650655
6.8247	-13.109	-2.65417	-0.405163	-1.24086	6.672	-13.1364	6.65	-13.15	-3.63617	0	1.39429
6.7396	-13.0991	-2.43795	-0.415676	-1.1526	6.53838	-13.1322	6.55	-13.15	-1.81656	0	14.4486
6.57982	-13.0707	-2.49458	-0.453553	-1.12536	6.46904	-13.1587	6.45	-13.15	-1.81657	0	1.19614
6.45739	-13.0144	-2.47478	-0.506781	-1.11209	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.61889
6.29417	-12.9708	-2.53684	-0.540359	-1.08322	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	1.3528
6.14558	-12.8651	-2.676	-0.624321	-1.12184	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	4.72283
5.98436	-12.7975	-2.72963	-0.659006	-1.09409	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	1.10417
5.8799	-12.733	-2.6344	-0.696163	-1.06151	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	2.71721
5.71195	-12.672	-2.69446	-0.712168	-1.01962	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	1.93614
5.58889	-12.569	-2.74248	-0.767858	-1.02347	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.719782
5.41619	-12.4923	-2.80624	-0.779316	-0.979192	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	2.17313
5.30703	-12.3947	-2.77878	-0.822733	-0.96633	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.443682
5.161	-12.3039	-2.81377	-0.843266	-0.934604	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.944082
5.06965	-12.2111	-2.78384	-0.880966	-0.923834	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.432254
4.95185	-12.116	-2.80711	-0.905072	-0.902234	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.461243
4.88155	-12.0323	-2.68913	-0.937977	-0.882208	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	3.53339
4.79584	-11.9264	-2.69454	-0.97584	-0.876111	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.0356941
4.69595	-11.7778	-2.85192	-1.02609	-0.889557	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	5.74052
4.6046	-11.6555	-2.86998	-1.05926	-0.877991	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.254608
4.56247	-11.5621	-2.70593	-1.101	-0.870064	4.53697	-11.5591	4.55	-11.55	0	1.99749	6.64242
4.51561	-11.4403	-2.69626	-1.15125	-0.876933	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.0885214
4.41981	-11.2613	-2.91771	-1.19128	-0.871408	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	11.4128
4.3915	-11.0965	-2.91472	-1.26102	-0.892698	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.374867
4.40811	-10.9814	-2.6566	-1.34378	-0.929082	4.39651	-10.8822	4.45	-10.95	0	1.81807	15.643
4.39892	-10.8394	-2.6444	-1.4072	-0.941633	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.247003
4.38782	-10.7006	-2.62669	-1.46401	-0.94734	4.493	-10.7885	4.45	-10.7	0	2.72865	0.23899
4.39327	-10.5536	-2.62455	-1.52813	-0.959183	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.135142
4.3963	-10.4094	-2.61855	-1.58522	-0.963815	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.0361683
4.41306	-10.2609	-2.62308	-1.64654	-0.971662	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.059386
4.43638	-10.121	-2.61236	-1.70639	-0.978887	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.162349
4.4833	-9.9705	-2.62522	-1.77762	-0.995319	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.287294
4.52316	-9.8252	-2.63076	-1.83796	-1.00099	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.180922
4.58644	-9.6758	-2.6513	-1.90818	-1.01486	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.278546
